VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
32	2	1	Maler	1	2	2	1	1583	1
32	2	2	Schnecke	1	2	2	1	1233	1
32	2	3	Tasche	2	2	2	2	1061	1
32	2	4	Nilpferd	1	2	2	1	2132	1
32	2	5	Auto	2	1	1	3	1227	1
32	2	6	Sportler	2	1	1	3	1096	1
32	2	7	Biene	1	1	1	4	1884	1
32	2	8	Kirche	2	1	1	3	2107	1
32	2	9	Pilot	2	1	1	3	1031	1
32	2	10	Geige	1	2	2	1	1100	1
32	2	11	Fahrer	2	1	1	3	1214	1
32	2	12	Eimer	2	1	1	3	1320	1
32	2	13	Leiter	2	1	1	3	1521	1
32	2	14	Katze	1	2	2	1	1187	1
32	2	15	Dreieck	2	1	1	3	1383	1
32	2	16	Jacke	2	1	1	3	914	1
32	2	17	Ampel	1	2	2	1	1713	1
32	2	18	Flasche	1	1	1	4	1911	1
32	2	19	Zange	2	1	1	3	1899	1
32	2	20	Paket	1	2	2	1	1936	1
32	2	21	Nudel	2	1	1	3	1023	1
32	2	22	Onkel	2	1	1	3	1026	1
32	2	23	Faden	1	2	2	1	1391	1
32	2	24	Tiger	2	1	1	3	1121	1
32	2	25	Karte	2	1	1	3	1685	1
32	2	26	Hose 	1	2	2	1	2204	1
32	2	27	Fliege	2	99	99	99	99	0
32	2	28	Sofa	1	2	2	1	1557	1
32	2	29	Affe	2	1	1	3	1252	1
32	2	30	Igel	2	1	1	3	1417	1
32	2	31	Seife	1	2	2	1	1449	1
32	2	32	Tante	1	2	2	1	1918	1
32	2	33	Adler	1	2	2	1	1957	1
32	2	34	Zeitung	1	2	2	1	1697	1
32	2	35	Wecker	2	2	2	2	1156	1
32	2	36	Haifisch	1	2	2	1	1905	1
32	2	37	Rabe	2	2	2	2	2002	1
32	2	38	Deckel	1	2	2	1	2686	1
32	2	39	Ente	1	2	2	1	2053	1
32	2	40	Raupe	1	2	2	1	1348	1
